textID,text,selected_text,sentiment
ba9274b5d5," oh my gosh, loved it!",loved it!,positive
52baecd545,: first impression is that it`s considerably  slower to boot than 2008  #beta1,first impression is that it`s considerably  slower,negative
c900200584,i miss !! she`s gone for the WHOOLLLLEEEE weekend!!! boo hoo,miss,negative
4ee95a4d85,A post on my Warhammer blog for anyone interested  http://bit.ly/Uwl7M,A post on my Warhammer blog for anyone interested  http://bit.ly/Uwl7M,neutral
8e3a7cf371,says HAPPY MOTHER`S DAY!  http://plurk.com/p/sv70e,HAPPY,positive
9.51E+25, Is it culture day? Love it. I`m telling you graf culture in the study,Love,positive
1d52e04157,First time I`m going home early  sucks to b single no one to call,sucks,negative
cea5382685, I hope to see you soon again,hope,positive
27a39da558," Oh, I`m so sorry. I feel your pain. I can`t kill them either, and I`m always the one that finds them. Why is that?",feel,negative
ceb29e2788,"a slightly less disturbed night, after a while, which is a Good Thing. Looking forward to some quality time with my toadtastic boy","a slightly less disturbed night, after a while, which is a Good Thing. Looking forward to some quality time with my toadtastic boy",neutral
b7d4f08524, that`s cold,that`s cold,neutral
9f00b80383,back home. man im hungry. getting ready..shopping,back home. man im hungry. getting ready..shopping,neutral
41b84cfa3a, hotness personified,hotness personified,positive
ce7169efb0,Just got back.,Just got back.,neutral
18d6fc9271,At Home,At Home,neutral
24ae2fcb0b, http://twitpic.com/624qo - but a brown snake bit my duck named Elvis  anyway ahaha Elvis is soo cutee!! And so is Nicho ...,o cutee,positive
e4d238fdad, Ohhhh I don`t know ;) an older mature lady?,Ohhhh I don`t know ;) an older mature lady?,neutral
287ee3ef3e,My purple pusrse is pretty  someone tell Katie Holmes!,pretty,positive
209b5a01b5,need more songs to download. suggestions? ill take anything,need more songs to download. suggestions? ill take anything,neutral
dcd74022d7, It`s Star Wars day?! Urgh I`m gonna have to get the videos out,Urgh,negative
3b7adf6a54,"Good morning Tweepsland! Makin` it a great Monday! Huge shout out to all my followers .. muah, muah! I appreciate you all",Good morning Tweepsland! Makin` it a great Monday!,positive
971622e1e9,Dinner with the family. Watching wild child in the car,Dinner with the family. Watching wild child in the car,neutral
446ad869e8,Someone in UNITED STATES liked Eleminis http://tinyurl.com/dhlq5t,Someone in UNITED STATES liked Eleminis http://tinyurl.com/dhlq5t,neutral
620b802c17,is about to go buy his mother a mother`s day gift,is about to go buy his mother a mother`s day gift,neutral
06e703018b,_GiiGgl3z lmao ight im dun wit the faces lmao id rather see urs tho  lol,lmao ight im dun wit the faces lmao id rather see urs tho  lol,neutral
5cd4e18051, you`re missing the devil wears prada!!!!! sad...,sad.,negative
a219793f12,_asher better.  That wasn`t one of my better summaries,better.,positive
6f0c0ff0b3,Finally going home! Its been a long night.. Ready to crash and have awesome dreams,awesome,positive
0fde86617a, lol after this weekend yea ur right  text me cause im goin to 3rd and they dont have computers there  bye bye,lol,positive
8106d4c6fa,        _beckett Thanks so much !,beckett Thanks,positive
73744b70c3,"hi everyone, hoping all of you have a good week",good,positive
132e9ba249,11 days till county raly  i had 2 tak 3 from 14 it took me a while,11 days till county raly  i had 2 tak 3 from 14 it took me a while,neutral
5c510be7a8," Wow, really? I didn`t know it was that serious.  Well that sucks. Texas must have been chock full of asbestos.",w it was that serious.  Well that sucks.,negative
a2189ffeef,Relaxing with my daughter watching Friends,Relaxing,positive
078af0dd16,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I`m definately NOT working this pm,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I`m definately NOT working this pm,neutral
0ec596c829,_Aitana K ??? What??? No way!!!! No,K ??? What??? No way!!!! No,negative
5512695d36,sitting around doing **** all....tired,sitting around doing **** all....tired,negative
f674c6d0ac, ask  to create a fake competetion and declare you the winner and then gift you a return ticket courtesy the producers.,te a fake competetion,negative
809b2b787d,Man with a kickin` top hat just left. Invited me to blues jams session put on by street musicians. HarpmanHatter.,Man with a kickin` to,positive
e31dc39676,Laying on my bed. ONE spot smells like vanilla.  awesome,awesome,positive
ff6acd2f7f,"eating nothing, drinking water, about to watch a movie, join me?","eating nothing, drinking water, about to watch a movie, join me?",neutral
41deb82f7b,"Just finishing shooting, can u believe it, but got the job done",but got the job done,positive
be4d858d90,Don`t know who U R anymore!!!,Don`t know who U R anymore!!!,neutral
e99c1276cf,loving my new tv,loving my new tv,positive
0f172c8020,Im sad...there`s a for sale sign in front of my house!!,sad..,negative
5a64bba465,I have so much stuff in my car that I can just feel my MPG going in the toilet.,I can just feel my MPG going in the toilet.,negative
6198af49a5,Seems like i`m the only person over here doing postal voting for the upcoming election ... been there already twice to get the documents,Seems like i`m the only person over here doing postal voting for the upcoming election ... been there already twice to get the documents,neutral
aea00d01f6, i`m not being mean,i`m not being mean,positive
20f31539f4,Has no idea wtf Twitter is about but willing to give it a go!  Going out for a bit!,Has no idea wtf,negative
8feb90f81c,"Catching up on holiday expenses, and two weeks of Gift Grub","Catching up on holiday expenses, and two weeks of Gift Grub",neutral
d21f79565f," wow, honestly not surprising, every time they try to push that guy he gets injured","wow, honestly not surprising, every time they try to push that guy he gets injured",negative
acc7c82bcd,WOOOOO!! Twitterberry is working again!! Good morning everyone,WOOOOO!! Twitterberry is working again!! Good morning everyone,neutral
4ab4d74f14, so go back for more,so go back for more,neutral
5f12e0bb1a, sorryyy milerz that i can`t vote i would love to vote but it doesn`t works i`m sad  and very frustraded  :@ :@ --__--,sad,negative
3e4dc7ae2a,They don`t know that I like him cause I`ve never ask them bout him.oh well I guess your right. I feel abit better now,They don`t know that I like him cause I`ve never ask them bout him.oh well I guess your right. I feel abit better now,neutral
d5c1749c3a,my teeth and head hurts,my teeth and head hurts,negative
638fee876a, Awww that`s so sweet  Wish you could see yourz 2,sweet,positive
a8904c7fd6,  that`s no bueno...hope u feel better!,..hope u feel better!,positive
64faf882c1,Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.,not many sources here in,negative
1c9506d2dd,"Hey, Good Morning guys!!",Good,positive
9b6be98399,early phonograph industry? done.. just the rest of APM to revise  and only berry the green rabbit and ribena man for company,early phonograph industry? done.. just the rest of APM to revise  and only berry the green rabbit and ribena man for company,neutral
7515fa3ca2,"how I wish my parents put me into a Chinese school when I was younger. Then, it`ll be so much easier for me to get a job...",how I wish my parents put me into a Chinese school when I was younger.,negative
8584428904, Now that`s a very nice way to fall asleep.,nice,positive
7a62d852e2,just hanging around the house. Thank god its friday. With nina &  later and working on a global project,Thank god,positive
a8ad6cf418," 'phlegmily green house...' That was clever, but ever sooooooo ...... eeeeewwwwww. [more slow clapping] Get well soon.",Get well soon.,positive
c0c9f36158, Can you talk to my hubby  and convince him that that`s a great present for ALL mommies???,that that`s a great present for ALL mommie,positive
3a93f65420, I`ll be thinking about how many goals United are going to knock past City. How `bout you?,I`ll be thinking about how many goals United are going to knock past City. How `bout you?,neutral
4452802629, you got your lion hoodie!! mines still a week or so away  what number is yours?,you got your lion hoodie!! mines still a week or so away  what number is yours?,neutral
7814b04bd9, LoL! there u go..that`s the spirit haha,LoL! there u go..that`s the spirit haha,positive
96646cd1e7,Hey guys I`m going to create an iPhone app that`s a twitter client called Tweetilicious please  me your thoughts!,Hey guys I`m going to create an iPhone app that`s a twitter client called Tweetilicious please  me your thoughts!,neutral
1010d4841d, shopping is therapuetic and i`m all about bettering myself... i need financing for my therapy however,bettering,positive
99103bda36,Mother`s Day Wishes from google... Pretty & beautiful flowers on google logo  http://www.google.co.in/,beautiful,positive
500b850b3a, I`m gonna miss the show  at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x,I`m gonna miss the show  at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x,neutral
d486d0ebdc," my pleasure, its a great recipe","pleasure,",positive
12c910a306,Driving Back home because I forgot the piece of cake for _era,Driving Back home because I forgot the piece of cake for _era,neutral
a3ea40d9eb, http://twitpic.com/4wh4d - LAUREN is AMAZING....well from what I see on the hills lol  Seem like a great friend to have!!,- LAUREN is AMAZING....well from what I see on the hills lol  Seem like a great friend to have!!,positive
718cb1f32c,Fighting a sore throat.. Few more days hard training then rest next week for Sunday race.. Oooohhh sun`s out... Nope.. Gone...,Fighting a sore throat.. Few more days hard training then rest next week for Sunday race.. Oooohhh sun`s out... Nope.. Gone...,neutral
ab0de04793,Lack of sleep leads to major head ach,Lack of sleep leads to major head ach,neutral
8fa66ed891," MY FAV. SONG IS UH...honestly, its rude for u to make us choose.  lol I love `em all!","MY FAV. SONG IS UH...honestly, its rude for u to make us choose.  lol I love `em all!",neutral
7f5116e5a1,", totally worth it!! great movie cool 3D glasses! i miss ya! and i miss   and i miss new york too",i miss ya!,negative
98fe43fcae,can`t sleep throat dry as hell.. ugh ! still gon` wake up fabulous !,can`t sleep throat dry as hell.. ugh ! still gon` wake up fabulous !,neutral
e851cd57b9, That`s a great idea,That`s a great idea,positive
15d8114f36,my love makes me sooo happy,happy,positive
ef46802d90,listening to the cat snore,listening to the cat snore,neutral
575fcbb3b6, Have you met me? (lol) MY MIDDLE NAME IS CREEPY FGS,(lol),positive
59af8932b4, hahah  i loveeee him though.,i loveeee him,positive
df3552bc57,"Lovely night, guys. Full moon  thinking about going out onto my roof lol",Lovely,positive
38789ffc60,This day will pass slowly.  All of these days will.  RAWR!!!!  ...,This day will pass slowly.  All of these days will.  RAWR!!!!  ...,negative
18755ce9ae,@_handz_ well you know those 'kind of guys' are just idiots,idiots,negative
2f58261ffa, i have to work tonight.  *M*,i have to work tonight.,neutral
002b067f3f,Happy Mother`s Day to all my favorite moms.,Happy,positive
461fe5e872,Go get some fresh air :] to refresh mind,Go get some fresh air :] to refresh mind,neutral
d775fb0a22, maybe i`ll go one day and thanks i`m all swined out,thanks,positive
9dc055169b,http://twitpic.com/4jj43 - Me and Ari,http://twitpic.com/4jj43 - Me and Ari,neutral
4b975e3f27,Me &  are laying in the back of a fox truck on the drive down to the race!  LOL,Me &  are laying in the back of a fox truck on the drive down to the race!  LOL,neutral
6064742680,P-Nutt got a new collar and leash today  http://apps.facebook.com/dogbook/profile/view/1034415,P-Nutt got a new collar and leash today,neutral
0cf17464e9,Favorite little cartoon movie in the world,Favorite,positive
6dfcebd0ed,It`s a really warm day in Seattle! My reeses chocolate is melting!!!,It`s a really warm day in Seattle!,positive
55c4fea474,And it`s starting to get cold,And it`s starting to get cold,neutral
9236725e7d," Yeah, plus it`s just a little too far to walk to Pinocchio`s for sushi",just a little too far,negative
8672a651f6," u dont even need to go to the options, the button is right there (on top right corner)","u dont even need to go to the options, the button is right there (on top right corner)",neutral
256813b716,Duncan finally got his orders... leaves for Iraq in September. Open invite to stay with me anytime during the year he`ll be gone,Duncan finally got his orders... leaves for Iraq in September. Open invite to stay with me anytime during the year he`ll be gone,neutral
71fa625813,Listening to Broken by Lifehouse (on repeat),Listening to Broken by Lifehouse (on repeat),neutral
96f22cceec, hey  yall were amazing at bamboozle! thanks for stopping to take apicture on saturday.. seemed like you were in a rush though!,e amazing,positive
917d7585d4, wow that`s quite a long time for studying  Good luck with the job hunting though.Yes also a Mac user (iMac) this side hehe,Good,positive
64c7ef8355, Hi!! How are you? You`re an amazning actress  Greets from Slovenia,You`re an amazning actress,positive
5125b9b433," I`d love for Nicky Poo and Bri & Howie & Aj, to wish me a happy birthday  please please please please pleaseee guys..",I`d love,positive
4039f84e91,I`m going to go check out DJ Volt.,I`m going to go check out DJ Volt.,neutral
cd2097535f,We`re dealing with Overactive Let-Down right now.   http://bit.ly/9ydHU,Let-Down,negative
149c071f4c, cant **** wait mate!!! it is goin to fantastic. its made my week,cant **** wait mate!!! it is goin to fantastic.,positive
683d167ae5,wanted to sleep but a friend from Denmark just poked me on IM,wanted to sleep but a friend from Denmark just poked me on IM,neutral
058d8281ef," The first thing she said means 'Your new album is really good' and the second thing, 'Don`****`s broken'. I am Persian!","The first thing she said means 'Your new album is really good' and the second thing, 'Don`****`s broken'. I am Persian!",neutral
74310fddf6, busy wit work  how is your business going on?,busy wit work  how is your business going on?,neutral
63aedbe9fe,Goooooodmorning,Goooooodmorning,positive
dd42264db1,"great photoshoot today with Chris Ryan of Rolling Stone, Keegan Smith & the Fam may be opening for DAVE MATTHEW`s BAND THIS SUMMER!  EEK!",great photoshoot,positive
137e007908,  My dog Nemo cause he wimpers every morning when I leave,My dog Nemo cause he wimpers every morning when I leave,neutral
22ecd73521,So apparently i left my front door wide open before going out to my show. With my and my moms laptops on the coffee table. Love my area,Love,positive
c0f700f106,Thank you for the follow !  Looking forward to your tweets...,Thank yo,positive
ffad1cb5be,!!! Tell us your experience! I Loveeeee Youu!,I Loveeeee Youu!,positive
6aac2938d8,_Exp not where i live.,_Exp not where i live.,neutral
e3d824d128, i`m watching CQC a brazilian humor program,i`m watching CQC a brazilian humor program,neutral
f2fbf39ab5," Unfortunately, yes...not outside!","Unfortunately,",negative
1e8ac1d680,Aaarrrgh! I sooo want to see  at MSG in August but dammit the decent seats are expensive. Booooooo recession!,expensive.,negative
68b8eb5800, oh em i`m sorry  i wuv you to pieces,oh em i`m sorry  i wuv you to pieces,negative
a47e5dc0c2,"1st- TY to those who follow back.  2nd - grrr to those who don`t, cuz it messes up being able to follow others u want to when ur at 2000+","1st- TY to those who follow back.  2nd - grrr to those who don`t, cuz it messes up being able to follow others u want to when ur at 2000+",neutral
f4d9f0ec9c," had someone tell me tonight 'there are only 2 states to be in, QLD and Pissed'","had someone tell me tonight 'there are only 2 states to be in, QLD and Pissed'",neutral
9422c34374," i`d prefer 'observationally insightful', but call it as you see it.  my ice cream`s just too fancy tonight.",`s just too fancy,positive
05d1646bfe," Not at the moment, well i cant find it yet!  LOL","Not at the moment, well i cant find it yet!  LOL",neutral
c9807cbece,Psyched for Mother`s day at the GKR party--and teaching mom and dad about baseball,Psyched for Mother`s day at the GKR party--and teaching mom and dad about baseball,neutral
80c9638a76, Well thank you! I`ll try and remember to put it somewhere,thank,positive
b7e2fef42e,just called Toyota. Car won`t be ready til 5.,won`t be ready til 5.,negative
0faa99ad6c, I`d just plain go crazy,I`d just plain go crazy,negative
d6cb35aa93,At least it`s Friday...working `til 1:30AM,At least it`s Friday...working `til 1:30AM,neutral
2d92762f6c,"listening to MCR, watching DVD`s, chocolate hehe  awesome",awesome,positive
aa879ff3ad,"Roast was yummy, I think mum was impressed!!!",impressed!!,positive
a40d4ae58d,`Allo there twitter  how are we today?,`Allo there twitter  how are we today?,neutral
271f1fcb79,76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped.,painful,negative
c6d9ab4ad1,"http://twitpic.com/4wry2 - look, , the rosemary in my back garden, in CameraBag`s 'Lolo' mode","http://twitpic.com/4wry2 - look, , the rosemary in my back garden, in CameraBag`s 'Lolo' mode",neutral
c1c279fef1, yep im very jelous too  id love to be in miley position haha x,yep im very jelous too  id love to be in miley position haha x,neutral
78a2ff5167,I`m bummed that I can`t wear my sweet Nike kicks to work.,can`t wear,negative
3591e1b658,"  I am here to make friends.. real life, internet.. what ever level people are comfortable with..","I am here to make friends.. real life, internet.. what ever level people are comfortable with..",neutral
6434484851, Where DO you get all those wonderful toys?,Where DO you get all those wonderful toys?,positive
8920b822a3, hey free,hey free,neutral
dfc6e5dd39, I want to talk with but the calls are so expensive  I LOVE YOU,I want to talk with but the calls are so expensive  I LOVE YOU,neutral
81b4bdfe51,what a waste of lives ... http://tr.im/mLou,what a waste of lives,negative
e0624c1465,I`m still waiting for the Oprah touch,I`m still waiting for the Oprah touch,neutral
fc745845b8," Better than work, work, 10 minutes for lunch, work, work, work? Actually it might be. I don`t work very hard","Better than work, work, 10 minutes for lunch, work, work, work? Actually it might be. I don`t work very hard",neutral
b3865ca2de,Sometimes I wish I had my own Prototype mentor.,Sometimes I wish I had my own Prototype mentor.,neutral
48b41c2f95,Last Late Late with Pat Kenny! Bless,Last Late Late with Pat Kenny! Bless,neutral
5ac55658f1, I heard your moving to Sydney next year im not happy,im not happy,negative
c01cebbb0f,_phillips She says yes  shall we say 6:30?,_phillips She says yes  shall we say 6:30?,neutral
3cef251698,What? I focused on Tom so much I didn`t see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.,What? I focused on Tom so much I didn`t see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.,neutral
22c931fd51, ill be alright but the whip may not,ill be alright but the whip may not,neutral
aa31cc2003, so glad i`m not at uni anymore,glad,positive
4853f6086d,Mmm someone come havelunch with me,Mmm someone come havelunch with me,neutral
889cf88e54,I`m new on Twitter.....Hi everybody!!! Suggestions for me???,I`m new on Twitter.....Hi everybody!!! Suggestions for me???,neutral
aba2930fee," Oh, sweetie, I`m so sorry.  That`s the last thing you needed right now. *hugs*",w. *hugs*,positive
d03cc049ad,greeeeeeeeeeeat  this summer i have four classes...if you know me...u know why,greeeeeeeeeeeat,positive
5c25597e48," Bom dia! FRIOOOO... que delï¿½cia!!!! Good luck in your first day, Ju!","Good luck in your first day, Ju!",positive
fa5668de03,my puppy is sick,sick,negative
32883c8788,wishes the rain would stop so my stupid headache would go away!,wishes the rain would stop so my stupid headache would go away!,negative
afcf08a2d0,"http://is.gd/IQ03 Microsoft has released Zune also in Europe, no HD for us","Microsoft has released Zune also in Europe, no HD for us",neutral
83f28fbd7f, and to you too!!!!,and to you too!!!!,neutral
7e89a30098,Happy Mother`s Day to all the Mom`s,Happy,positive
63ba3bb6a0, school and work that`s it really. what about u? still in sac? or am I a tittle late,school and work that`s it really. what about u? still in sac? or am I a tittle late,neutral
8c69f84086,Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even,Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even,negative
804482ed6a,"Can you dig it, sucka?  Booker T.  Former WWE Wrestler","Can you dig it, sucka?  Booker T.  Former WWE Wrestler",neutral
4131e5218b,My sister just called... she`s officially in labor! Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!),Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!),positive
75d25c3910,is tired and about to go to sleep. night everyone,is tired an,negative
1a674ca5ab,Facebook decided I`m annoying or abusive because I add lots of friends. At least I have no distractions from coursework now...,annoying,negative
c36115acae,Happy Mother`s Daaay!!,Happy Mother`s Daaay!!,positive
06d2f79c2a, Love to see that!,Love,positive
b794bb1e6d," morning  about to tackle armhole prob - may have a solution not involving tape, will update you!","morning  about to tackle armhole prob - may have a solution not involving tape, will update you!",neutral
04990f7b87,I can Rome without Ceasar,I can Rome without Ceasar,neutral
3698472ab7, my dad just bought me both of these  they`re tricky language tho,my dad just bought me both of these  they`re tricky language tho,neutral
83c6461729, No blood drives in my area.  I`ll keep looking.,No blood drives in my area.  I`ll keep looking.,neutral
8a21403435, meeee too. i am listening to sad music and missing you.  ps - http://www.daytrotter.com/,missing,negative
e8c53dadef,_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day?,sorry,negative
f8e7c2451b, whats up rick??,whats up rick??,neutral
b19589a739,I still have a very depressed feline fuzzball...it`s another trip to vet tmrw to see what can be done...worried doesn`t even cover it,depressed,negative
81b4b53de4,and this stupid wireless wont work downstairs,stupid wireless wont work,negative
dad928d199,home from school today,home from school today,neutral
ad6651c8f7," Sounds a bit Alan Partridge  A-ha! (Good morning, by the way)",(Good,positive
98030f65f7,"I`m now totally addicted to Farm Town. Frankly, it`s more fun that fixing laptops or studying the diseases that will kill us all.","I`m now totally addicted to Farm Town. Frankly, it`s more fun that fixing laptops or studying the diseases that will kill us all.",neutral
a2d15c5775,follow  just because... or don`t either way they have really cool tshirts  hey johno x,cool,positive
f47767824c, i hate this weather! When u have lived here ure whole life u get used to it...may is always rainy  ,hate,negative
cd8228b5f7,i guessed my leg havent healed from the old injuries  but i can still run though and kick ball! haha. but will sometimes fell a sharp pain,i guessed my leg havent healed from the old injuries  but i can still run though and kick ball! haha. but will sometimes fell a sharp pain,neutral
e9f823f015,Leaving Wildwood tomorrow  but Luke says we will be back soon!,Leaving Wildwood tomorrow  but Luke says we will be back soon!,neutral
fd4146baf7,scary cape guy,scary,negative
b75329cba8, it was good. Next time you get oohed you know where to go!,it was good.,positive
1962b066c7, I was hoping for a better trailer,hoping,positive
ef2ccb6b14,Amost there,Amost there,neutral
6a60ff5d9b,"It`s a good day! The lake is a mirror, the kids are happy, and I get to clean the cabin today... Err two outta three ain`t bad!","happy,",positive
2de29783f4,Sometimes it hurts that pets cant talk back to us. What if they are in pain. How would they tell us.,it hurts that pets cant talk back to us. What if they are in pain. Ho,negative
dffc3ecfa1,"so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop","so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop",positive
17a362db4b,i can`t believe my little brother is married...,i can`t believe my little brother is married...,neutral
f954d4144b,FINALLY...the internet is up. The server is down in Phoenix and it was **** up.,down,negative
1f7ac5ca5e,so cold,so cold,negative
90ea5339ff, My mum loved the Camp Rock mothers day card I gave her. I knew she would. Happy Mothers Day from New Zealand! Haha ILY lots  ****,loved,positive
b2963b8dfc," nice to meet you. Mike, video producer CF Miami.",nice,positive
808f007968,just left work. inventory was way easy  and I got to put in my highschool musical 3 cd! it was amazing. goodnight goodnight everyone :],! it was amazing.,positive
d405cff69d, Loved those books   Did you read The Host?  Amazing storyteller.,Loved,positive
5a913fb61d,i don`t understand the whole follow friday thing?,don`t understand,negative
021f8be6b0,Watching some movie and playin on my computer.,Watching some movie and playin on my computer.,neutral
94597701ee,I`m SUPER tired and probably could sleep ALL day BUT I work 12:30 to 9:30 today in Tool Rental... Oh the Joy!!,I`m SUPER tired,negative
83f9d62ceb, - I shall post a notice in town so us Cork ladies know to watch out!! lol  You had fun then?? Sevens were the business !! ;),- I shall post a notice in town so us Cork ladies know to watch out!! lol  You had fun then?? Sevens were the business !! ;),neutral
655659de18,HAPPY MOTHERS DAY!,HAPPY MOTHERS DAY!,positive
8e42a5eb8e, : yes she got all lovey with him& he returned the love&1thing led2 another&  also  wants2 know y ur mad at her,lovey,positive
d923ad5bc8, aww sorry boo. I haven`t bought a printer in 4 years; my canon i900d is still making amazing prints. Have zero fisheye exp.,aww sorry boo. I haven`t bought a printer in 4 years; my canon i900d is still making amazing prints. Have zero fisheye exp.,neutral
26f3b86fb9, No problem! These boxes are _made_ for undernourished IT professionals,No problem!,positive
bd59625046,it`s Blockbuster week in New Zealand - 'Wolverine' tomorrow followed by 'Star Trek' on Thursday!,it`s Blockbuster week in New Zealand -,positive
4d5a52f2e9,"Oh, had like the most amazing weekend, sunshine & partï¿½ï¿½, white wine!! Now its back to the rehearsals regime!! NICE !!!",NICE,positive
a173ba1179,http://twitpic.com/66ltb - Finito~! Hunk Ah Hunk of Burning Love! I do believe my camera phone is stuffed. Stupid blurryness,I do believe my camera phone is stuffed. Stupid blurryness,negative
adf8bf2927, hi.wanna see 17 again again with me ;) i`ll fly to cali and see it with you,hi.wanna see 17 again again with me ;) i`ll fly to cali and see it with you,neutral
51b548d352, blogtv was fun! can`t wait til next time,blogtv was fun! can`t wait til next time,positive
de8466bd62,Here at work having lunch. A lot of work and not enough help,A lot of work and not enough help,negative
d78aeb107a,mmmm chocky cake in the oven.. smells delicious,smells delicious,positive
87aa7c3315," Well there`s you, another Twiiter person...erm...difficult to say really...   Let`s just say that you could fit all into a minibus!","Well there`s you, another Twiiter person...erm...difficult to say really...   Let`s just say that you could fit all into a minibus",negative
814b17bf87,so freaking tired.  It`s like my body refuses to move.,tired.,negative
a02abef39e,epic fail with the chocolate fountain that got CLOGGED,epic fail with the chocolate fountain that got CLOGGED,negative
7fd2cc86b0,I just wanna be better already,I just wanna be better already,positive
9704c2d674,: have fun focus grouping! i have no participants as of yet..,fun,positive
35b97b5ac2," Thanks! Am trying.. (keeping my chin up, ouch!)","Thanks! Am trying.. (keeping my chin up, ouch!)",neutral
ea59c43f43,They gave me a regular coke instead of diet. Really??,They gave me a regular coke instead of diet. Really??,neutral
fd98491967,been playing with the new phone.. think I got it all figured out,been playing with the new phone.. think I got it all figured out,neutral
8687303bcd,omg... i want full JB- hey baby song,omg... i want full JB- hey baby song,neutral
ed57123f1c, Tinkered with open-source Virtualbox &Win7 yet? Would`ve loved to have seen you @ Hay. Always unfortunate timing for students,Tinkered with open-source Virtualbox &Win7 yet? Would`ve loved to have seen you @ Hay. Always unfortunate timing for students,neutral
69f86ba697,I think the sun and the moon are God`s way of reminding us that he`s always watching over us.,I think the sun and the moon are God`s way of reminding us that he`s always watching over us.,neutral
b10ef84d1f,Watching twilight and eating potato salad.,Watching twilight and eating potato salad.,neutral
d408500376,In bed. A cuppa. Tv on... All this while husband is cooking... Life is sweet...,Life is sweet..,positive
b59a68c7f5," also: is there a strategic IT plan that maps to the bus strategic needs, that deliver value over time? No more waterfall","also: is there a strategic IT plan that maps to the bus strategic needs, that deliver value over time? No more waterfall",neutral
e002ef151b,_11 thanks. enjoy the movie! i hope all is well with you te.,enjoy,positive
eaf1f96b81,_am_umlaut oh no!  i`m very sorry to hear,i`m very sorry,negative
ddae59d08f,"Back @ home AGAIN .. bathing kids, ironing clothes for hubby .. nephew`s graduation tonight! I remember when he was 2!","Back @ home AGAIN .. bathing kids, ironing clothes for hubby .. nephew`s graduation tonight! I remember when he was 2!",neutral
7d3ce4363c,"Glad I went out, glad I didn`t leave early, and glad to be afterpartying it up @ Beth`s  I`m back!",glad,positive
8a79072ca2,is texting,is texting,neutral
496406a27d,Has a headache,Has a headache,negative
a09695ea80,on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah,on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah,negative
4bf0d9f638, better check YouTube,better check YouTube,neutral
0ab2f1d70e, i cant get through,i cant get through,negative
ec1d36b836,no clubs...no parties...ive spent my friday and saturday night workin on music and am quit content,no clubs...no parties...ive spent my friday and saturday night workin on music and am quit content,neutral
a982f09778,Whaaaat a strong rain just came over us here in Santa Clara. I wish I could sleep but I got to attend to an important meeting,I wish I could sleep but I got to attend to an important meeting,negative
07cc511566, he won`t reply,he won`t reply,neutral
e56b34c957,Won a gps at post prom,Won,positive
5fd7c7653d,Watching one of my fav movies Sparkle  + go get food later!,fav movies,positive
016f5d6d0d," Hey, that`s my Bug! And my martini glasses . . .","Hey, that`s my Bug! And my martini glasses . . .",neutral
0cfce6a25d,For those of us who`s hearts break a little more this time of year know that you are loved and next week is a new week.,For those of us who`s hearts break a little more this time of year know that you are loved and next week is a new week.,neutral
f9e7cec877, rlly dead?  Descanse em paz... #luto #sad #RIP,dead?,negative
4b6fcd61f5, LOL...I think it`s safe to say that we are not alone in our thinking!,safe,positive
61e38086c2," yo there ,if you guys want to make a road trip look me up in waraw or u wait  too long  Taipei","yo there ,if you guys want to make a road trip look me up in waraw or u wait  too long  Taipei",neutral
60737ae5c4,Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs & Fri for more Gigs with John,Had a great weekend,positive
5675b47a5b,"'The things, you say, your purple prose just gives you away' what the hell is that even supposed to mean? Casino: where music goes to die",what the hell,negative
76b4b5192f," dreamwidth, a new journaling site that just went into open beta.","dreamwidth, a new journaling site that just went into open beta.",neutral
2a7f29502f, Florida should be nice.,nice.,positive
6b4a84c31c,I`m so getting the cold,I`m so getting the cold,neutral
8b8ac83fb2,"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!","bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!",neutral
44d2f5ce94,I`m sad Twits!  I`m going to miss  musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them!,I`m sad Twits!  I`m going to miss  musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them,neutral
abb8767b9a,At school. Blagh. Yay I`m getting the IPhone in August!!,Yay I`m getting the IPhone in August!!,positive
